terms,title,abstract,abstract_len,title_len
['cs.CV'],Lane Boundary Geometry Extraction from Satellite Imagery,"Autonomous driving car is becoming more of a reality, as a key
component,high-definition(HD) maps shows its value in both market place and
industry. Even though HD maps generation from LiDAR or stereo/perspective
imagery has achieved impressive success, its inherent defects cannot be
ignored. In this paper, we proposal a novel method for Highway HD maps modeling
using pixel-wise segmentation on satellite imagery and formalized hypotheses
linking, which is cheaper and faster than current HD maps modeling approaches
from LiDAR point cloud and perspective view imagery, and let it becomes an
ideal complementary of state of the art. We also manual code/label an HD road
model dataset as ground truth, aligned with Bing tile image server, to train,
test and evaluate our methodology. This dataset will be publish at same time to
contribute research in HD maps modeling from aerial imagery.",891,56
['cs.CV'],Learning to Augment Expressions for Few-shot Fine-grained Facial Expression Recognition,"Affective computing and cognitive theory are widely used in modern
human-computer interaction scenarios. Human faces, as the most prominent and
easily accessible features, have attracted great attention from researchers.
Since humans have rich emotions and developed musculature, there exist a lot of
fine-grained expressions in real-world applications. However, it is extremely
time-consuming to collect and annotate a large number of facial images, of
which may even require psychologists to correctly categorize them. To the best
of our knowledge, the existing expression datasets are only limited to several
basic facial expressions, which are not sufficient to support our ambitions in
developing successful human-computer interaction systems. To this end, a novel
Fine-grained Facial Expression Database - F2ED is contributed in this paper,
and it includes more than 200k images with 54 facial expressions from 119
persons. Considering the phenomenon of uneven data distribution and lack of
samples is common in real-world scenarios, we further evaluate several tasks of
few-shot expression learning by virtue of our F2ED, which are to recognize the
facial expressions given only few training instances. These tasks mimic human
performance to learn robust and general representation from few examples. To
address such few-shot tasks, we propose a unified task-driven framework -
Compositional Generative Adversarial Network (Comp-GAN) learning to synthesize
facial images and thus augmenting the instances of few-shot expression classes.
Extensive experiments are conducted on F2ED and existing facial expression
datasets, i.e., JAFFE and FER2013, to validate the efficacy of our F2ED in
pre-training facial expression recognition network and the effectiveness of our
proposed approach Comp-GAN to improve the performance of few-shot recognition
tasks.",1858,87
"['cs.LG', 'cs.AI', 'I.2.6; I.2.8']",Reinforcement Learning with Linear Function Approximation and LQ control Converges,"Reinforcement learning is commonly used with function approximation. However,
very few positive results are known about the convergence of function
approximation based RL control algorithms. In this paper we show that TD(0) and
Sarsa(0) with linear function approximation is convergent for a simple class of
problems, where the system is linear and the costs are quadratic (the LQ
control problem). Furthermore, we show that for systems with Gaussian noise and
non-completely observable states (the LQG problem), the mentioned RL algorithms
are still convergent, if they are combined with Kalman filtering.",606,82
"['stat.ML', 'cs.LG']",Few-Shot Learning with Graph Neural Networks,"We propose to study the problem of few-shot learning with the prism of
inference on a partially observed graphical model, constructed from a
collection of input images whose label can be either observed or not. By
assimilating generic message-passing inference algorithms with their
neural-network counterparts, we define a graph neural network architecture that
generalizes several of the recently proposed few-shot learning models. Besides
providing improved numerical performance, our framework is easily extended to
variants of few-shot learning, such as semi-supervised or active learning,
demonstrating the ability of graph-based models to operate well on 'relational'
tasks.",681,44
"['cs.LG', 'cs.SI', 'stat.ML']",Self-Supervised Learning of Contextual Embeddings for Link Prediction in Heterogeneous Networks,"Representation learning methods for heterogeneous networks produce a
low-dimensional vector embedding for each node that is typically fixed for all
tasks involving the node. Many of the existing methods focus on obtaining a
static vector representation for a node in a way that is agnostic to the
downstream application where it is being used. In practice, however, downstream
tasks such as link prediction require specific contextual information that can
be extracted from the subgraphs related to the nodes provided as input to the
task. To tackle this challenge, we develop SLiCE, a framework bridging static
representation learning methods using global information from the entire graph
with localized attention driven mechanisms to learn contextual node
representations. We first pre-train our model in a self-supervised manner by
introducing higher-order semantic associations and masking nodes, and then
fine-tune our model for a specific link prediction task. Instead of training
node representations by aggregating information from all semantic neighbors
connected via metapaths, we automatically learn the composition of different
metapaths that characterize the context for a specific task without the need
for any pre-defined metapaths. SLiCE significantly outperforms both static and
contextual embedding learning methods on several publicly available benchmark
network datasets. We also interpret the semantic association matrix and provide
its utility and relevance in making successful link predictions between
heterogeneous nodes in the network.",1562,95
['cs.CV'],UFPR-Periocular: A Periocular Dataset Collected by Mobile Devices in Unconstrained Scenarios,"Recently, ocular biometrics in unconstrained environments using images
obtained at visible wavelength have gained the researchers' attention,
especially with images captured by mobile devices. Periocular recognition has
been demonstrated to be an alternative when the iris trait is not available due
to occlusions or low image resolution. However, the periocular trait does not
have the high uniqueness presented in the iris trait. Thus, the use of datasets
containing many subjects is essential to assess biometric systems' capacity to
extract discriminating information from the periocular region. Also, to address
the within-class variability caused by lighting and attributes in the
periocular region, it is of paramount importance to use datasets with images of
the same subject captured in distinct sessions. As the datasets available in
the literature do not present all these factors, in this work, we present a new
periocular dataset containing samples from 1,122 subjects, acquired in 3
sessions by 196 different mobile devices. The images were captured under
unconstrained environments with just a single instruction to the participants:
to place their eyes on a region of interest. We also performed an extensive
benchmark with several Convolutional Neural Network (CNN) architectures and
models that have been employed in state-of-the-art approaches based on
Multi-class Classification, Multitask Learning, Pairwise Filters Network, and
Siamese Network. The results achieved in the closed- and open-world protocol,
considering the identification and verification tasks, show that this area
still needs research and development.",1640,92
['cs.LG'],Tuning Mixed Input Hyperparameters on the Fly for Efficient Population Based AutoRL,"Despite a series of recent successes in reinforcement learning (RL), many RL
algorithms remain sensitive to hyperparameters. As such, there has recently
been interest in the field of AutoRL, which seeks to automate design decisions
to create more general algorithms. Recent work suggests that population based
approaches may be effective AutoRL algorithms, by learning hyperparameter
schedules on the fly. In particular, the PB2 algorithm is able to achieve
strong performance in RL tasks by formulating online hyperparameter
optimization as time varying GP-bandit problem, while also providing
theoretical guarantees. However, PB2 is only designed to work for continuous
hyperparameters, which severely limits its utility in practice. In this paper
we introduce a new (provably) efficient hierarchical approach for optimizing
both continuous and categorical variables, using a new time-varying bandit
algorithm specifically designed for the population based training regime. We
evaluate our approach on the challenging Procgen benchmark, where we show that
explicitly modelling dependence between data augmentation and other
hyperparameters improves generalization.",1166,83
"['stat.ML', 'cs.LG']",Probabilistic structure discovery in time series data,"Existing methods for structure discovery in time series data construct
interpretable, compositional kernels for Gaussian process regression models.
While the learned Gaussian process model provides posterior mean and variance
estimates, typically the structure is learned via a greedy optimization
procedure. This restricts the space of possible solutions and leads to
over-confident uncertainty estimates. We introduce a fully Bayesian approach,
inferring a full posterior over structures, which more reliably captures the
uncertainty of the model.",549,53
"['cs.LG', 'eess.IV', 'stat.ML']",PT-MMD: A Novel Statistical Framework for the Evaluation of Generative Systems,"Stochastic-sampling-based Generative Neural Networks, such as Restricted
Boltzmann Machines and Generative Adversarial Networks, are now used for
applications such as denoising, image occlusion removal, pattern completion,
and motion synthesis. In scenarios which involve performing such inference
tasks with these models, it is critical to determine metrics that allow for
model selection and/or maintenance of requisite generative performance under
pre-specified implementation constraints. In this paper, we propose a new
metric for evaluating generative model performance based on $p$-values derived
from the combined use of Maximum Mean Discrepancy (MMD) and permutation-based
(PT-based) resampling, which we refer to as PT-MMD. We demonstrate the
effectiveness of this metric for two cases: (1) Selection of bitwidth and
activation function complexity to achieve minimum power-at-performance for
Restricted Boltzmann Machines; (2) Quantitative comparison of images generated
by two types of Generative Adversarial Networks (PGAN and WGAN) to facilitate
model selection in order to maximize the fidelity of generated images. For
these applications, our results are shown using Euclidean and Haar-based
kernels for the PT-MMD two sample hypothesis test. This demonstrates the
critical role of distance functions in comparing generated images against their
corresponding ground truth counterparts as what would be perceived by human
users.",1442,78
['cs.CV'],MVT: Mask Vision Transformer for Facial Expression Recognition in the wild,"Facial Expression Recognition (FER) in the wild is an extremely challenging
task in computer vision due to variant backgrounds, low-quality facial images,
and the subjectiveness of annotators. These uncertainties make it difficult for
neural networks to learn robust features on limited-scale datasets. Moreover,
the networks can be easily distributed by the above factors and perform
incorrect decisions. Recently, vision transformer (ViT) and data-efficient
image transformers (DeiT) present their significant performance in traditional
classification tasks. The self-attention mechanism makes transformers obtain a
global receptive field in the first layer which dramatically enhances the
feature extraction capability. In this work, we first propose a novel pure
transformer-based mask vision transformer (MVT) for FER in the wild, which
consists of two modules: a transformer-based mask generation network (MGN) to
generate a mask that can filter out complex backgrounds and occlusion of face
images, and a dynamic relabeling module to rectify incorrect labels in FER
datasets in the wild. Extensive experimental results demonstrate that our MVT
outperforms state-of-the-art methods on RAF-DB with 88.62%, FERPlus with
89.22%, and AffectNet-7 with 64.57%, respectively, and achieves a comparable
result on AffectNet-8 with 61.40%.",1335,74
['cs.CV'],Trainable Nonlinear Reaction Diffusion: A Flexible Framework for Fast and Effective Image Restoration,"Image restoration is a long-standing problem in low-level computer vision
with many interesting applications. We describe a flexible learning framework
based on the concept of nonlinear reaction diffusion models for various image
restoration problems. By embodying recent improvements in nonlinear diffusion
models, we propose a dynamic nonlinear reaction diffusion model with
time-dependent parameters (\ie, linear filters and influence functions). In
contrast to previous nonlinear diffusion models, all the parameters, including
the filters and the influence functions, are simultaneously learned from
training data through a loss based approach. We call this approach TNRD --
\textit{Trainable Nonlinear Reaction Diffusion}. The TNRD approach is
applicable for a variety of image restoration tasks by incorporating
appropriate reaction force. We demonstrate its capabilities with three
representative applications, Gaussian image denoising, single image super
resolution and JPEG deblocking. Experiments show that our trained nonlinear
diffusion models largely benefit from the training of the parameters and
finally lead to the best reported performance on common test datasets for the
tested applications. Our trained models preserve the structural simplicity of
diffusion models and take only a small number of diffusion steps, thus are
highly efficient. Moreover, they are also well-suited for parallel computation
on GPUs, which makes the inference procedure extremely fast.",1483,101
"['cs.LG', 'cs.CL', 'cs.IR', 'H.3.1; I.2.6; I.2.7']",Learning Analogies and Semantic Relations,"We present an algorithm for learning from unlabeled text, based on the Vector
Space Model (VSM) of information retrieval, that can solve verbal analogy
questions of the kind found in the Scholastic Aptitude Test (SAT). A verbal
analogy has the form A:B::C:D, meaning ""A is to B as C is to D""; for example,
mason:stone::carpenter:wood. SAT analogy questions provide a word pair, A:B,
and the problem is to select the most analogous word pair, C:D, from a set of
five choices. The VSM algorithm correctly answers 47% of a collection of 374
college-level analogy questions (random guessing would yield 20% correct). We
motivate this research by relating it to work in cognitive science and
linguistics, and by applying it to a difficult problem in natural language
processing, determining semantic relations in noun-modifier pairs. The problem
is to classify a noun-modifier pair, such as ""laser printer"", according to the
semantic relation between the noun (printer) and the modifier (laser). We use a
supervised nearest-neighbour algorithm that assigns a class to a given
noun-modifier pair by finding the most analogous noun-modifier pair in the
training data. With 30 classes of semantic relations, on a collection of 600
labeled noun-modifier pairs, the learning algorithm attains an F value of 26.5%
(random guessing: 3.3%). With 5 classes of semantic relations, the F value is
43.2% (random: 20%). The performance is state-of-the-art for these challenging
problems.",1469,41
['cs.CV'],Megapixel Photon-Counting Color Imaging using Quanta Image Sensor,"Quanta Image Sensor (QIS) is a single-photon detector designed for extremely
low light imaging conditions. Majority of the existing QIS prototypes are
monochrome based on single-photon avalanche diodes (SPAD). Passive color
imaging has not been demonstrated with single-photon detectors due to the
intrinsic difficulty of shrinking the pixel size and increasing the spatial
resolution while maintaining acceptable intra-pixel cross-talk. In this paper,
we present image reconstruction of the first color QIS with a resolution of
$1024 \times 1024$ pixels, supporting both single-bit and multi-bit photon
counting capability. Our color image reconstruction is enabled by a customized
joint demosaicing-denoising algorithm, leveraging truncated Poisson statistics
and variance stabilizing transforms. Experimental results of the new sensor and
algorithm demonstrate superior color imaging performance for very low-light
conditions with a mean exposure of as low as a few photons per pixel in both
real and simulated images.",1021,65
"['cs.CV', 'eess.IV']",Image Restoration by Deep Projected GSURE,"Ill-posed inverse problems appear in many image processing applications, such
as deblurring and super-resolution. In recent years, solutions that are based
on deep Convolutional Neural Networks (CNNs) have shown great promise. Yet,
most of these techniques, which train CNNs using external data, are restricted
to the observation models that have been used in the training phase. A recent
alternative that does not have this drawback relies on learning the target
image using internal learning. One such prominent example is the Deep Image
Prior (DIP) technique that trains a network directly on the input image with a
least-squares loss. In this paper, we propose a new image restoration framework
that is based on minimizing a loss function that includes a ""projected-version""
of the Generalized SteinUnbiased Risk Estimator (GSURE) and parameterization of
the latent image by a CNN. We demonstrate two ways to use our framework. In the
first one, where no explicit prior is used, we show that the proposed approach
outperforms other internal learning methods, such as DIP. In the second one, we
show that our GSURE-based loss leads to improved performance when used within a
plug-and-play priors scheme.",1206,41
['cs.CV'],Discrete Wavelet Transform and Gradient Difference based approach for text localization in videos,"The text detection and localization is important for video analysis and
understanding. The scene text in video contains semantic information and thus
can contribute significantly to video retrieval and understanding. However,
most of the approaches detect scene text in still images or single video frame.
Videos differ from images in temporal redundancy. This paper proposes a novel
hybrid method to robustly localize the texts in natural scene images and videos
based on fusion of discrete wavelet transform and gradient difference. A set of
rules and geometric properties have been devised to localize the actual text
regions. Then, morphological operation is performed to generate the text
regions and finally the connected component analysis is employed to localize
the text in a video frame. The experimental results obtained on publicly
available standard ICDAR 2003 and Hua dataset illustrate that the proposed
method can accurately detect and localize texts of various sizes, fonts and
colors. The experimentation on huge collection of video databases reveal the
suitability of the proposed method to video databases.",1126,97
"['cs.LG', 'cs.SI', 'stat.ML']",Pitfalls of Graph Neural Network Evaluation,"Semi-supervised node classification in graphs is a fundamental problem in
graph mining, and the recently proposed graph neural networks (GNNs) have
achieved unparalleled results on this task. Due to their massive success, GNNs
have attracted a lot of attention, and many novel architectures have been put
forward. In this paper we show that existing evaluation strategies for GNN
models have serious shortcomings. We show that using the same
train/validation/test splits of the same datasets, as well as making
significant changes to the training procedure (e.g. early stopping criteria)
precludes a fair comparison of different architectures. We perform a thorough
empirical evaluation of four prominent GNN models and show that considering
different splits of the data leads to dramatically different rankings of
models. Even more importantly, our findings suggest that simpler GNN
architectures are able to outperform the more sophisticated ones if the
hyperparameters and the training procedure are tuned fairly for all models.",1031,43
"['cs.LG', 'physics.chem-ph', 'stat.ML']",E(n) Equivariant Normalizing Flows,"This paper introduces a generative model equivariant to Euclidean symmetries:
E(n) Equivariant Normalizing Flows (E-NFs). To construct E-NFs, we take the
discriminative E(n) graph neural networks and integrate them as a differential
equation to obtain an invertible equivariant function: a continuous-time
normalizing flow. We demonstrate that E-NFs considerably outperform baselines
and existing methods from the literature on particle systems such as DW4 and
LJ13, and on molecules from QM9 in terms of log-likelihood. To the best of our
knowledge, this is the first flow that jointly generates molecule features and
positions in 3D.",635,34
"['cs.CV', 'cs.AI', 'cs.LG', 'cs.MA']",Flip Learning: Erase to Segment,"Nodule segmentation from breast ultrasound images is challenging yet
essential for the diagnosis. Weakly-supervised segmentation (WSS) can help
reduce time-consuming and cumbersome manual annotation. Unlike existing
weakly-supervised approaches, in this study, we propose a novel and general WSS
framework called Flip Learning, which only needs the box annotation.
Specifically, the target in the label box will be erased gradually to flip the
classification tag, and the erased region will be considered as the
segmentation result finally. Our contribution is three-fold. First, our
proposed approach erases on superpixel level using a Multi-agent Reinforcement
Learning framework to exploit the prior boundary knowledge and accelerate the
learning process. Second, we design two rewards: classification score and
intensity distribution reward, to avoid under- and over-segmentation,
respectively. Third, we adopt a coarse-to-fine learning strategy to reduce the
residual errors and improve the segmentation performance. Extensively validated
on a large dataset, our proposed approach achieves competitive performance and
shows great potential to narrow the gap between fully-supervised and
weakly-supervised learning.",1219,31
"['cs.LG', 'cond-mat.stat-mech', 'q-bio.NC', 'stat.ML']","Rethinking the limiting dynamics of SGD: modified loss, phase space oscillations, and anomalous diffusion","In this work we explore the limiting dynamics of deep neural networks trained
with stochastic gradient descent (SGD). We find empirically that long after
performance has converged, networks continue to move through parameter space by
a process of anomalous diffusion in which distance travelled grows as a power
law in the number of gradient updates with a nontrivial exponent. We reveal an
intricate interaction between the hyperparameters of optimization, the
structure in the gradient noise, and the Hessian matrix at the end of training
that explains this anomalous diffusion. To build this understanding, we first
derive a continuous-time model for SGD with finite learning rates and batch
sizes as an underdamped Langevin equation. We study this equation in the
setting of linear regression, where we can derive exact, analytic expressions
for the phase space dynamics of the parameters and their instantaneous
velocities from initialization to stationarity. Using the Fokker-Planck
equation, we show that the key ingredient driving these dynamics is not the
original training loss, but rather the combination of a modified loss, which
implicitly regularizes the velocity, and probability currents, which cause
oscillations in phase space. We identify qualitative and quantitative
predictions of this theory in the dynamics of a ResNet-18 model trained on
ImageNet. Through the lens of statistical physics, we uncover a mechanistic
origin for the anomalous limiting dynamics of deep neural networks trained with
SGD.",1522,105
['cs.CV'],Recursive Contour Saliency Blending Network for Accurate Salient Object Detection,"Contour information plays a vital role in salient object detection. However,
excessive false positives remain in predictions from existing contour-based
models due to insufficient contour-saliency fusion. In this work, we designed a
network for better edge quality in salient object detection. We proposed a
contour-saliency blending module to exchange information between contour and
saliency. We adopted recursive CNN to increase contour-saliency fusion while
keeping the total trainable parameters the same. Furthermore, we designed a
stage-wise feature extraction module to help the model pick up the most helpful
features from previous intermediate saliency predictions. Besides, we proposed
two new loss functions, namely Dual Confinement Loss and Confidence Loss, for
our model to generate better boundary predictions. Evaluation results on five
common benchmark datasets reveal that our model achieves competitive
state-of-the-art performance.",951,81
['cs.CV'],Image Segmentation by Using Threshold Techniques,"This paper attempts to undertake the study of segmentation image techniques
by using five threshold methods as Mean method, P-tile method, Histogram
Dependent Technique (HDT), Edge Maximization Technique (EMT) and visual
Technique and they are compared with one another so as to choose the best
technique for threshold segmentation techniques image. These techniques applied
on three satellite images to choose base guesses for threshold segmentation
image.",457,48
"['cs.LG', 'stat.ML']",Contrastive Variational Reinforcement Learning for Complex Observations,"Deep reinforcement learning (DRL) has achieved significant success in various
robot tasks: manipulation, navigation, etc. However, complex visual
observations in natural environments remains a major challenge. This paper
presents Contrastive Variational Reinforcement Learning (CVRL), a model-based
method that tackles complex visual observations in DRL. CVRL learns a
contrastive variational model by maximizing the mutual information between
latent states and observations discriminatively, through contrastive learning.
It avoids modeling the complex observation space unnecessarily, as the commonly
used generative observation model often does, and is significantly more robust.
CVRL achieves comparable performance with state-of-the-art model-based DRL
methods on standard Mujoco tasks. It significantly outperforms them on Natural
Mujoco tasks and a robot box-pushing task with complex observations, e.g.,
dynamic shadows. The CVRL code is available publicly at
https://github.com/Yusufma03/CVRL.",1002,71
['cs.CV'],MVOR: A Multi-view RGB-D Operating Room Dataset for 2D and 3D Human Pose Estimation,"Person detection and pose estimation is a key requirement to develop
intelligent context-aware assistance systems. To foster the development of
human pose estimation methods and their applications in the Operating Room
(OR), we release the Multi-View Operating Room (MVOR) dataset, the first public
dataset recorded during real clinical interventions. It consists of 732
synchronized multi-view frames recorded by three RGB-D cameras in a hybrid OR.
It also includes the visual challenges present in such environments, such as
occlusions and clutter. We provide camera calibration parameters, color and
depth frames, human bounding boxes, and 2D/3D pose annotations. In this paper,
we present the dataset, its annotations, as well as baseline results from
several recent person detection and 2D/3D pose estimation methods. Since we
need to blur some parts of the images to hide identity and nudity in the
released dataset, we also present a comparative study of how the baselines have
been impacted by the blurring. Results show a large margin for improvement and
suggest that the MVOR dataset can be useful to compare the performance of the
different methods.",1160,83
"['cs.LG', 'stat.ML']",Learning Options from Demonstration using Skill Segmentation,"We present a method for learning options from segmented demonstration
trajectories. The trajectories are first segmented into skills using
nonparametric Bayesian clustering and a reward function for each segment is
then learned using inverse reinforcement learning. From this, a set of inferred
trajectories for the demonstration are generated. Option initiation sets and
termination conditions are learned from these trajectories using the one-class
support vector machine clustering algorithm. We demonstrate our method in the
four rooms domain, where an agent is able to autonomously discover usable
options from human demonstration. Our results show that these inferred options
can then be used to improve learning and planning.",732,60
"['cs.LG', 'cs.AI']",Reinforcement Learning for Learning of Dynamical Systems in Uncertain Environment: a Tutorial,"In this paper, a review of model-free reinforcement learning for learning of
dynamical systems in uncertain environments has discussed. For this purpose,
the Markov Decision Process (MDP) will be reviewed. Furthermore, some learning
algorithms such as Temporal Difference (TD) learning, Q-Learning, and
Approximate Q-learning as model-free algorithms which constitute the main part
of this article have been investigated, and benefits and drawbacks of each
algorithm will be discussed. The discussed concepts in each section are
explaining with details and examples.",566,93
['cs.CV'],Double Refinement Network for Efficient Indoor Monocular Depth Estimation,"Monocular depth estimation is the task of obtaining a measure of distance for
each pixel using a single image. It is an important problem in computer vision
and is usually solved using neural networks. Though recent works in this area
have shown significant improvement in accuracy, the state-of-the-art methods
tend to require massive amounts of memory and time to process an image. The
main purpose of this work is to improve the performance of the latest solutions
with no decrease in accuracy. To this end, we introduce the Double Refinement
Network architecture. The proposed method achieves state-of-the-art results on
the standard benchmark RGB-D dataset NYU Depth v2, while its frames per second
rate is significantly higher (up to 18 times speedup per image at batch size 1)
and the RAM usage per image is lower.",821,73
"['cs.LG', 'stat.ML']",Malaria Likelihood Prediction By Effectively Surveying Households Using Deep Reinforcement Learning,"We build a deep reinforcement learning (RL) agent that can predict the
likelihood of an individual testing positive for malaria by asking questions
about their household. The RL agent learns to determine which survey question
to ask next and when to stop to make a prediction about their likelihood of
malaria based on their responses hitherto. The agent incurs a small penalty for
each question asked, and a large reward/penalty for making the correct/wrong
prediction; it thus has to learn to balance the length of the survey with the
accuracy of its final predictions. Our RL agent is a Deep Q-network that learns
a policy directly from the responses to the questions, with an action defined
for each possible survey question and for each possible prediction class. We
focus on Kenya, where malaria is a massive health burden, and train the RL
agent on a dataset of 6481 households from the Kenya Malaria Indicator Survey
2015. To investigate the importance of having survey questions be adaptive to
responses, we compare our RL agent to a supervised learning (SL) baseline that
fixes its set of survey questions a priori. We evaluate on prediction accuracy
and on the number of survey questions asked on a holdout set and find that the
RL agent is able to predict with 80% accuracy, using only 2.5 questions on
average. In addition, the RL agent learns to survey adaptively to responses and
is able to match the SL baseline in prediction accuracy while significantly
reducing survey length.",1494,99
['cs.CV'],MAVNet: an Effective Semantic Segmentation Micro-Network for MAV-based Tasks,"Real-time semantic image segmentation on platforms subject to size, weight
and power (SWaP) constraints is a key area of interest for air surveillance and
inspection. In this work, we propose MAVNet: a small, light-weight, deep neural
network for real-time semantic segmentation on micro Aerial Vehicles (MAVs).
MAVNet, inspired by ERFNet, features 400 times fewer parameters and achieves
comparable performance with some reference models in empirical experiments. Our
model achieves a trade-off between speed and accuracy, achieving up to 48 FPS
on an NVIDIA 1080Ti and 9 FPS on the NVIDIA Jetson Xavier when processing high
resolution imagery. Additionally, we provide two novel datasets that represent
challenges in semantic segmentation for real-time MAV tracking and
infrastructure inspection tasks and verify MAVNet on these datasets. Our
algorithm and datasets are made publicly available.",896,76
"['cs.LG', 'cs.AI', 'cs.CV']",Traffic Agent Trajectory Prediction Using Social Convolution and Attention Mechanism,"The trajectory prediction is significant for the decision-making of
autonomous driving vehicles. In this paper, we propose a model to predict the
trajectories of target agents around an autonomous vehicle. The main idea of
our method is considering the history trajectories of the target agent and the
influence of surrounding agents on the target agent. To this end, we encode the
target agent history trajectories as an attention mask and construct a social
map to encode the interactive relationship between the target agent and its
surrounding agents. Given a trajectory sequence, the LSTM networks are firstly
utilized to extract the features for all agents, based on which the attention
mask and social map are formed. Then, the attention mask and social map are
fused to get the fusion feature map, which is processed by the social
convolution to obtain a fusion feature representation. Finally, this fusion
feature is taken as the input of a variable-length LSTM to predict the
trajectory of the target agent. We note that the variable-length LSTM enables
our model to handle the case that the number of agents in the sensing scope is
highly dynamic in traffic scenes. To verify the effectiveness of our method, we
widely compare with several methods on a public dataset, achieving a 20% error
decrease. In addition, the model satisfies the real-time requirement with the
32 fps.",1387,84
['cs.CV'],Meta-SR: A Magnification-Arbitrary Network for Super-Resolution,"Recent research on super-resolution has achieved great success due to the
development of deep convolutional neural networks (DCNNs). However,
super-resolution of arbitrary scale factor has been ignored for a long time.
Most previous researchers regard super-resolution of different scale factors as
independent tasks. They train a specific model for each scale factor which is
inefficient in computing, and prior work only take the super-resolution of
several integer scale factors into consideration. In this work, we propose a
novel method called Meta-SR to firstly solve super-resolution of arbitrary
scale factor (including non-integer scale factors) with a single model. In our
Meta-SR, the Meta-Upscale Module is proposed to replace the traditional upscale
module. For arbitrary scale factor, the Meta-Upscale Module dynamically
predicts the weights of the upscale filters by taking the scale factor as input
and use these weights to generate the HR image of arbitrary size. For any
low-resolution image, our Meta-SR can continuously zoom in it with arbitrary
scale factor by only using a single model. We evaluated the proposed method
through extensive experiments on widely used benchmark datasets on single image
super-resolution. The experimental results show the superiority of our
Meta-Upscale.",1306,63
"['cs.LG', 'cs.AI']",Discovering Novel Customer Features with Recurrent Neural Networks for Personality Based Financial Services,"The micro-segmentation of customers in the finance sector is a non-trivial
task and has been an atypical omission from recent scientific literature. Where
traditional segmentation classifies customers based on coarse features such as
demographics, micro-segmentation depicts more nuanced differences between
individuals, bringing forth several advantages including the potential for
improved personalization in financial services. AI and representation learning
offer a unique opportunity to solve the problem of micro-segmentation. Although
ubiquitous in many industries, the proliferation of AI in sensitive industries
such as finance has become contingent on the imperatives of responsible AI. We
had previously solved the micro-segmentation problem by extracting temporal
features from the state space of a recurrent neural network (RNN). However, due
to the inherent opacity of RNNs our solution lacked an explanation - one of the
imperatives of responsible AI. In this study, we address this issue by
extracting an explanation for and providing an interpretation of our temporal
features. We investigate the state space of our RNN and through a linear
regression model reconstruct the trajectories in the state space with high
fidelity. We show that our linear regression coefficients have not only learned
the rules used to create the RNN's output data but have also learned the
relationships that were not directly evident in the raw data.",1447,107
['cs.CV'],Adiabatic Quantum Graph Matching with Permutation Matrix Constraints,"Matching problems on 3D shapes and images are challenging as they are
frequently formulated as combinatorial quadratic assignment problems (QAPs)
with permutation matrix constraints, which are NP-hard. In this work, we
address such problems with emerging quantum computing technology and propose
several reformulations of QAPs as unconstrained problems suitable for efficient
execution on quantum hardware. We investigate several ways to inject
permutation matrix constraints in a quadratic unconstrained binary optimization
problem which can be mapped to quantum hardware. We focus on obtaining a
sufficient spectral gap, which further increases the probability to measure
optimal solutions and valid permutation matrices in a single run. We perform
our experiments on the quantum computer D-Wave 2000Q (2^11 qubits, adiabatic).
Despite the observed discrepancy between simulated adiabatic quantum computing
and execution on real quantum hardware, our reformulation of permutation matrix
constraints increases the robustness of the numerical computations over other
penalty approaches in our experiments. The proposed algorithm has the potential
to scale to higher dimensions on future quantum computing architectures, which
opens up multiple new directions for solving matching problems in 3D computer
vision and graphics.",1324,68
"['cs.LG', 'cs.AI', 'stat.ML']",IPF for Discrete Chain Factor Graphs,"Iterative Proportional Fitting (IPF), combined with EM, is commonly used as
an algorithm for likelihood maximization in undirected graphical models. In
this paper, we present two iterative algorithms that generalize upon IPF. The
first one is for likelihood maximization in discrete chain factor graphs, which
we define as a wide class of discrete variable models including undirected
graphical models and Bayesian networks, but also chain graphs and sigmoid
belief networks. The second one is for conditional likelihood maximization in
standard undirected models and Bayesian networks. In both algorithms, the
iteration steps are expressed in closed form. Numerical simulations show that
the algorithms are competitive with state of the art methods.",750,36
"['cs.LG', 'cs.AI']",Self-Supervised Graph Learning with Hyperbolic Embedding for Temporal Health Event Prediction,"Electronic Health Records (EHR) have been heavily used in modern healthcare
systems for recording patients' admission information to hospitals. Many
data-driven approaches employ temporal features in EHR for predicting specific
diseases, readmission times, or diagnoses of patients. However, most existing
predictive models cannot fully utilize EHR data, due to an inherent lack of
labels in supervised training for some temporal events. Moreover, it is hard
for existing works to simultaneously provide generic and personalized
interpretability. To address these challenges, we first propose a hyperbolic
embedding method with information flow to pre-train medical code
representations in a hierarchical structure. We incorporate these pre-trained
representations into a graph neural network to detect disease complications,
and design a multi-level attention method to compute the contributions of
particular diseases and admissions, thus enhancing personalized
interpretability. We present a new hierarchy-enhanced historical prediction
proxy task in our self-supervised learning framework to fully utilize EHR data
and exploit medical domain knowledge. We conduct a comprehensive set of
experiments and case studies on widely used publicly available EHR datasets to
verify the effectiveness of our model. The results demonstrate our model's
strengths in both predictive tasks and interpretable abilities.",1408,93
